time,wait,distance
33.00,0.00,336.32
30.00,0.00,336.32
50.00,0.00,590.56
39.00,0.00,394.90
29.00,0.00,394.90
52.00,0.00,590.56
29.00,0.00,336.32
29.00,0.00,336.32
31.00,0.00,394.90
35.00,0.00,394.90
32.00,0.00,336.32
53.00,0.00,590.56
46.00,0.00,590.56
35.00,0.00,394.90
30.00,0.00,336.32
26.00,0.00,336.32
51.00,0.00,590.56
43.00,0.00,590.56
33.00,0.00,394.90
51.00,0.00,590.56
32.00,0.00,394.90
29.00,0.00,336.32
31.00,0.00,394.90
33.00,0.00,394.90
30.00,0.00,336.32
28.00,0.00,336.32
49.00,0.00,590.56
48.00,0.00,590.56
27.00,0.00,336.32
31.00,0.00,394.90
29.00,0.00,336.32
26.00,0.00,336.32
51.00,0.00,590.56
64.00,0.00,590.56
30.00,0.00,336.32
36.00,0.00,394.90
47.00,0.00,590.56
35.00,0.00,394.90
24.00,0.00,336.32
51.00,0.00,590.56
35.00,0.00,394.90
26.00,0.00,336.32
48.00,0.00,590.56
30.00,0.00,394.90
43.00,0.00,590.56
31.00,0.00,394.90
47.00,0.00,590.56
34.00,0.00,336.32
30.00,0.00,336.32
33.00,0.00,394.90
38.00,0.00,394.90
32.00,0.00,394.90
28.00,0.00,336.32
26.00,0.00,336.32
42.00,0.00,590.56
32.00,0.00,394.90
32.00,0.00,336.32
63.00,0.00,590.56
34.00,0.00,394.90
55.00,0.00,590.56
53.00,0.00,590.56
31.00,0.00,336.32
46.00,0.00,590.56
30.00,0.00,394.90
37.00,0.00,394.90
52.00,0.00,590.56
29.00,0.00,336.32
45.00,0.00,590.56
55.00,0.00,590.56
33.00,0.00,394.90
30.00,0.00,336.32
35.00,0.00,394.90
34.00,0.00,336.32
34.00,0.00,336.32
32.00,0.00,394.90
49.00,0.00,590.56
53.00,0.00,590.56
37.00,0.00,394.90
28.00,0.00,336.32
29.00,0.00,336.32
53.00,0.00,590.56
33.00,0.00,394.90
33.00,0.00,336.32
45.00,0.00,590.56
33.00,0.00,394.90
31.00,0.00,336.32
49.00,0.00,590.56
51.00,0.00,590.56
36.00,0.00,394.90
25.00,0.00,336.32
31.00,0.00,394.90
49.00,0.00,590.56
30.00,0.00,394.90
30.00,0.00,336.32
30.00,0.00,394.90
29.00,0.00,336.32
46.00,0.00,590.56
35.00,0.00,394.90
26.00,0.00,336.32
52.00,0.00,590.56
51.00,0.00,590.56
35.00,0.00,336.32
52.00,0.00,590.56
31.00,0.00,394.90
30.00,0.00,336.32
35.00,0.00,394.90
33.00,0.00,336.32
38.00,0.00,394.90
31.00,0.00,336.32
26.00,0.00,336.32
51.00,0.00,590.56
36.00,0.00,394.90
49.00,0.00,590.56
50.00,0.00,590.56
49.00,0.00,590.56
27.00,0.00,336.32
32.00,0.00,394.90
43.00,0.00,590.56
32.00,0.00,394.90
27.00,0.00,336.32
32.00,0.00,394.90
29.00,0.00,336.32
46.00,0.00,590.56
35.00,0.00,394.90
24.00,0.00,336.32
52.00,0.00,590.56
27.00,0.00,336.32
51.00,0.00,590.56
31.00,0.00,394.90
32.00,0.00,394.90
34.00,0.00,394.90
48.00,0.00,590.56
32.00,0.00,394.90
33.00,0.00,336.32
29.00,0.00,336.32
46.00,0.00,590.56
45.00,0.00,590.56
27.00,0.00,336.32
28.00,0.00,336.32
27.00,0.00,336.32
33.00,0.00,394.90
28.00,0.00,336.32
33.00,0.00,394.90
36.00,0.00,394.90
28.00,0.00,394.90
57.00,0.00,590.56
50.00,0.00,590.56
52.00,0.00,590.56
28.00,0.00,336.32
51.00,0.00,590.56
50.00,0.00,590.56
32.00,0.00,394.90
47.00,0.00,590.56
32.00,0.00,394.90
28.00,0.00,336.32
41.00,0.00,394.90
30.00,0.00,336.32
34.00,0.00,336.32
49.00,0.00,590.56
26.00,0.00,336.32
29.00,0.00,394.90
49.00,0.00,590.56
37.00,0.00,394.90
44.00,0.00,590.56
25.00,0.00,336.32
30.00,0.00,336.32
33.00,0.00,394.90
32.00,0.00,394.90
32.00,0.00,394.90
54.00,0.00,590.56
49.00,0.00,590.56
48.00,0.00,590.56
31.00,0.00,394.90
36.00,0.00,336.32
31.00,0.00,336.32
29.00,0.00,336.32
31.00,0.00,394.90
32.00,0.00,336.32
54.00,0.00,590.56
48.00,0.00,590.56
35.00,0.00,394.90
26.00,0.00,336.32
39.00,0.00,394.90
52.00,0.00,590.56
50.00,0.00,590.56
29.00,0.00,336.32
30.00,0.00,394.90
35.00,0.00,336.32
33.00,0.00,394.90
34.00,0.00,394.90
30.00,0.00,336.32
56.00,0.00,590.56
51.00,0.00,590.56
36.00,0.00,394.90
35.00,0.00,336.32
32.00,0.00,394.90
54.00,0.00,590.56
30.00,0.00,336.32
31.00,0.00,336.32
53.00,0.00,590.56
29.00,0.00,336.32
28.00,0.00,336.32
48.00,0.00,590.56
32.00,0.00,394.90
37.00,0.00,394.90
41.00,0.00,590.56
29.00,0.00,394.90
56.00,0.00,590.56
48.00,0.00,590.56
27.00,0.00,336.32
52.00,0.00,590.56
28.00,0.00,336.32
38.00,0.00,394.90
32.00,0.00,394.90
27.00,0.00,336.32
51.00,0.00,590.56
30.00,0.00,394.90
33.00,0.00,394.90
25.00,0.00,336.32
47.00,0.00,590.56
50.00,0.00,590.56
33.00,0.00,336.32
48.00,0.00,590.56
25.00,0.00,336.32
31.00,0.00,394.90
30.00,0.00,394.90
30.00,0.00,336.32
36.00,0.00,394.90
29.00,0.00,336.32
36.00,0.00,394.90
52.00,0.00,590.56
49.00,0.00,590.56
52.00,0.00,590.56
28.00,0.00,336.32
32.00,0.00,394.90
30.00,0.00,394.90
33.00,0.00,394.90
28.00,0.00,336.32
28.00,0.00,336.32
31.00,0.00,336.32
44.00,0.00,590.56
47.00,0.00,590.56
53.00,0.00,590.56
48.00,0.00,590.56
34.00,0.00,394.90
41.00,0.00,590.56
48.00,0.00,590.56
29.00,0.00,336.32
29.00,0.00,336.32
28.00,0.00,336.32
31.00,0.00,394.90
34.00,0.00,394.90
29.00,0.00,336.32
48.00,0.00,590.56
45.00,0.00,590.56
35.00,0.00,394.90
38.00,0.00,394.90
24.00,0.00,336.32
27.00,0.00,336.32
49.00,0.00,590.56
32.00,0.00,394.90
35.00,0.00,394.90
34.00,0.00,394.90
34.00,0.00,394.90
33.00,0.00,336.32
49.00,0.00,590.56
49.00,0.00,590.56
32.00,0.00,336.32
48.00,0.00,590.56
26.00,0.00,336.32
30.00,0.00,394.90
29.00,0.00,336.32
29.00,0.00,336.32
32.00,0.00,394.90
34.00,0.00,394.90
34.00,0.00,394.90
32.00,0.00,336.32
54.00,0.00,590.56
52.00,0.00,590.56
50.00,0.00,590.56
51.00,0.00,590.56
29.00,0.00,336.32
30.00,0.00,336.32
28.00,0.00,336.32
34.00,0.00,394.90
34.00,0.00,394.90
45.00,0.00,590.56
31.00,0.00,336.32
34.00,0.00,394.90
58.00,0.00,590.56
51.00,0.00,590.56
52.00,0.00,590.56
38.00,0.00,394.90
31.00,0.00,394.90
29.00,0.00,336.32
29.00,0.00,336.32
52.00,0.00,590.56
45.00,0.00,590.56
47.00,0.00,590.56
30.00,0.00,336.32
30.00,0.00,336.32
34.00,0.00,394.90
37.00,0.00,394.90
49.00,0.00,590.56
37.00,0.00,394.90
27.00,0.00,336.32
50.00,0.00,590.56
32.00,0.00,394.90
29.00,0.00,336.32
28.00,0.00,336.32
46.00,0.00,590.56
29.00,0.00,336.32
34.00,0.00,394.90
36.00,0.00,394.90
50.00,0.00,590.56
48.00,0.00,590.56
27.00,0.00,336.32
30.00,0.00,394.90
38.00,0.00,394.90
32.00,0.00,394.90
28.00,0.00,336.32
32.00,0.00,394.90
29.00,0.00,336.32
32.00,0.00,336.32
48.00,0.00,590.56
35.00,0.00,394.90
57.00,0.00,590.56
50.00,0.00,590.56
26.00,0.00,336.32
50.00,0.00,590.56
28.00,0.00,336.32
32.00,0.00,394.90
28.00,0.00,336.32
53.00,0.00,590.56
31.00,0.00,336.32
45.00,0.00,590.56
33.00,0.00,394.90
35.00,0.00,394.90
47.00,0.00,590.56
36.00,0.00,394.90
26.00,0.00,336.32
51.00,0.00,590.56
26.00,0.00,336.32
53.00,0.00,590.56
31.00,0.00,394.90
32.00,0.00,394.90
34.00,0.00,394.90
31.00,0.00,336.32
34.00,0.00,394.90
48.00,0.00,590.56
32.00,0.00,336.32
26.00,0.00,336.32
51.00,0.00,590.56
49.00,0.00,590.56
27.00,0.00,336.32
27.00,0.00,336.32
32.00,0.00,394.90
33.00,0.00,394.90
29.00,0.00,336.32
54.00,0.00,590.56
49.00,0.00,590.56
36.00,0.00,394.90
36.00,0.00,394.90
50.00,0.00,590.56
50.00,0.00,590.56
31.00,0.00,394.90
53.00,0.00,590.56
28.00,0.00,336.32
32.00,0.00,394.90
28.00,0.00,336.32
30.00,0.00,336.32
30.00,0.00,336.32
33.00,0.00,394.90
33.00,0.00,394.90
47.00,0.00,590.56
46.00,0.00,590.56
49.00,0.00,590.56
25.00,0.00,336.32
28.00,0.00,336.32
29.00,0.00,336.32
53.00,0.00,590.56
34.00,0.00,394.90
37.00,0.00,394.90
34.00,0.00,336.32
37.00,0.00,394.90
26.00,0.00,336.32
50.00,0.00,590.56
26.00,0.00,336.32
52.00,0.00,590.56
28.00,0.00,336.32
40.00,0.00,394.90
32.00,0.00,394.90
32.00,0.00,394.90
54.00,0.00,590.56
45.00,0.00,590.56
34.00,0.00,394.90
35.00,0.00,394.90
58.00,0.00,590.56
33.00,0.00,336.32
51.00,0.00,590.56
26.00,0.00,336.32
52.00,0.00,590.56
29.00,0.00,336.32
54.00,0.00,590.56
33.00,0.00,394.90
30.00,0.00,336.32
45.00,0.00,590.56
33.00,0.00,394.90
46.00,0.00,590.56
34.00,0.00,394.90
48.00,0.00,590.56
32.00,0.00,336.32
36.00,0.00,394.90
50.00,0.00,590.56
28.00,0.00,394.90
27.00,0.00,336.32
28.00,0.00,336.32
27.00,0.00,336.32
31.00,0.00,394.90
46.00,0.00,590.56
35.00,0.00,394.90
32.00,0.00,336.32
37.00,0.00,394.90
50.00,0.00,590.56
25.00,0.00,336.32
26.00,0.00,336.32
53.00,0.00,590.56
29.00,0.00,336.32
30.00,0.00,336.32
34.00,0.00,394.90
56.00,0.00,590.56
36.00,0.00,394.90
36.00,0.00,394.90
38.00,0.00,394.90
26.00,0.00,336.32
51.00,0.00,590.56
30.00,0.00,394.90
27.00,0.00,336.32
53.00,0.00,590.56
28.00,0.00,336.32
32.00,0.00,394.90
34.00,0.00,394.90
55.00,0.00,590.56
47.00,0.00,590.56
32.00,0.00,336.32
25.00,0.00,336.32
48.00,0.00,590.56
49.00,0.00,590.56
62.00,0.00,590.56
33.00,0.00,394.90
34.00,0.00,394.90
29.00,0.00,336.32
55.00,0.00,590.56
47.00,0.00,590.56
47.00,0.00,590.56
32.00,0.00,336.32
45.00,0.00,394.90
34.00,0.00,336.32
37.00,0.00,394.90
38.00,0.00,394.90
52.00,0.00,590.56
51.00,0.00,590.56
31.00,0.00,394.90
29.00,0.00,336.32
33.00,0.00,394.90
29.00,0.00,336.32
32.00,0.00,394.90
29.00,0.00,336.32
46.00,0.00,590.56
32.00,0.00,336.32
35.00,0.00,394.90
49.00,0.00,590.56
48.00,0.00,590.56
49.00,0.00,590.56
30.00,0.00,394.90
27.00,0.00,336.32
31.00,0.00,394.90
47.00,0.00,590.56
30.00,0.00,336.32
35.00,0.00,394.90
32.00,0.00,336.32
30.00,0.00,336.32
34.00,0.00,394.90
48.00,0.00,590.56
26.00,0.00,336.32
51.00,0.00,590.56
27.00,0.00,336.32
28.00,0.00,336.32
31.00,0.00,394.90
33.00,0.00,394.90
53.00,0.00,590.56
33.00,0.00,394.90
45.00,0.00,590.56
33.00,0.00,394.90
30.00,0.00,336.32
48.00,0.00,590.56
47.00,0.00,590.56
26.00,0.00,336.32
51.00,0.00,590.56
29.00,0.00,336.32
31.00,0.00,394.90
31.00,0.00,336.32
35.00,0.00,394.90
32.00,0.00,336.32
48.00,0.00,590.56
38.00,0.00,394.90
28.00,0.00,336.32
53.00,0.00,590.56
42.00,0.00,394.90
33.00,0.00,394.90
33.00,0.00,394.90
30.00,0.00,336.32
55.00,0.00,590.56
54.00,0.00,590.56
30.00,0.00,336.32
48.00,0.00,590.56
49.00,0.00,590.56
37.00,0.00,394.90
51.00,0.00,590.56
36.00,0.00,336.32
26.00,0.00,336.32
29.00,0.00,336.32
30.00,0.00,336.32
35.00,0.00,394.90
55.00,0.00,590.56
43.00,0.00,394.90
35.00,0.00,394.90
33.00,0.00,336.32
48.00,0.00,590.56
36.00,0.00,394.90
35.00,0.00,394.90
50.00,0.00,590.56
29.00,0.00,394.90
26.00,0.00,336.32
50.00,0.00,590.56
49.00,0.00,590.56
31.00,0.00,394.90
29.00,0.00,336.32
30.00,0.00,394.90
27.00,0.00,336.32
44.00,0.00,590.56
36.00,0.00,394.90
33.00,0.00,336.32
50.00,0.00,590.56
51.00,0.00,590.56
26.00,0.00,336.32
31.00,0.00,394.90
32.00,0.00,394.90
32.00,0.00,394.90
30.00,0.00,336.32
29.00,0.00,336.32
32.00,0.00,336.32
56.00,0.00,590.56
49.00,0.00,590.56
49.00,0.00,590.56
36.00,0.00,394.90
26.00,0.00,336.32
51.00,0.00,590.56
27.00,0.00,336.32
52.00,0.00,590.56
29.00,0.00,336.32
33.00,0.00,394.90
33.00,0.00,394.90
33.00,0.00,394.90
33.00,0.00,394.90
47.00,0.00,590.56
48.00,0.00,590.56
49.00,0.00,590.56
36.00,0.00,336.32
31.00,0.00,394.90
51.00,0.00,590.56
28.00,0.00,336.32
45.00,0.00,590.56
32.00,0.00,394.90
30.00,0.00,336.32
34.00,0.00,394.90
31.00,0.00,336.32
48.00,0.00,590.56
29.00,0.00,394.90
51.00,0.00,590.56
36.00,0.00,336.32
32.00,0.00,394.90
29.00,0.00,336.32
29.00,0.00,336.32
43.00,0.00,394.90
48.00,0.00,590.56
36.00,0.00,394.90
26.00,0.00,336.32
35.00,0.00,336.32
60.00,0.00,590.56
51.00,0.00,590.56
39.00,0.00,394.90
52.00,0.00,590.56
30.00,0.00,394.90
37.00,0.00,336.32
28.00,0.00,336.32
29.00,0.00,336.32
33.00,0.00,394.90
34.00,0.00,394.90
31.00,0.00,336.32
46.00,0.00,590.56
57.00,0.00,590.56
46.00,0.00,590.56
36.00,0.00,394.90
50.00,0.00,590.56
51.00,0.00,590.56
27.00,0.00,336.32
31.00,0.00,394.90
29.00,0.00,336.32
29.00,0.00,336.32
34.00,0.00,394.90
30.00,0.00,336.32
35.00,0.00,394.90
48.00,0.00,590.56
48.00,0.00,590.56
47.00,0.00,590.56
37.00,0.00,394.90
28.00,0.00,336.32
31.00,0.00,394.90
28.00,0.00,336.32
28.00,0.00,336.32
30.00,0.00,336.32
46.00,0.00,590.56
34.00,0.00,394.90
57.00,0.00,590.56
25.00,0.00,336.32
36.00,0.00,394.90
52.00,0.00,590.56
40.00,0.00,394.90
52.00,0.00,590.56
28.00,0.00,336.32
32.00,0.00,394.90
30.00,0.00,336.32
35.00,0.00,394.90
35.00,0.00,394.90
34.00,0.00,394.90
34.00,0.00,336.32
58.00,0.00,590.56
50.00,0.00,590.56
27.00,0.00,336.32
51.00,0.00,590.56
30.00,0.00,336.32
55.00,0.00,590.56
32.00,0.00,394.90
31.00,0.00,336.32
30.00,0.00,336.32
35.00,0.00,394.90
36.00,0.00,394.90
37.00,0.00,394.90
29.00,0.00,336.32
28.00,0.00,336.32
53.00,0.00,590.56
61.00,0.00,590.56
53.00,0.00,590.56
54.00,0.00,590.56
28.00,0.00,336.32
31.00,0.00,336.32
54.00,0.00,590.56
47.00,0.00,590.56
34.00,0.00,394.90
37.00,0.00,394.90
36.00,0.00,394.90
37.00,0.00,394.90
48.00,0.00,590.56
26.00,0.00,336.32
44.00,0.00,590.56
31.00,0.00,394.90
28.00,0.00,336.32
54.00,0.00,590.56
54.00,0.00,590.56
31.00,0.00,336.32
29.00,0.00,336.32
33.00,0.00,394.90
34.00,0.00,394.90
39.00,0.00,394.90
27.00,0.00,336.32
25.00,0.00,336.32
50.00,0.00,590.56
52.00,0.00,590.56
32.00,0.00,394.90
46.00,0.00,590.56
34.00,0.00,394.90
31.00,0.00,336.32
32.00,0.00,394.90
34.00,0.00,394.90
57.00,0.00,590.56
46.00,0.00,590.56
31.00,0.00,336.32
26.00,0.00,336.32
50.00,0.00,590.56
40.00,0.00,590.56
32.00,0.00,394.90
31.00,0.00,394.90
45.00,0.00,590.56
54.00,0.00,590.56
32.00,0.00,394.90
30.00,0.00,336.32
49.00,0.00,590.56
34.00,0.00,394.90
33.00,0.00,336.32
33.00,0.00,336.32
26.00,0.00,336.32
30.00,0.00,394.90
26.00,0.00,336.32
30.00,0.00,394.90
31.00,0.00,394.90
33.00,0.00,394.90
30.00,0.00,336.32
44.00,0.00,590.56
46.00,0.00,590.56
33.00,1.00,336.32
50.00,0.00,590.56
29.00,0.00,394.90
29.00,0.00,336.32
29.00,0.00,336.32
33.00,0.00,394.90
61.00,0.00,590.56
32.00,0.00,394.90
30.00,0.00,336.32
46.00,0.00,590.56
54.00,0.00,590.56
35.00,0.00,394.90
50.00,0.00,590.56
29.00,0.00,394.90
50.00,0.00,590.56
28.00,0.00,336.32
36.00,0.00,336.32
32.00,0.00,394.90
30.00,0.00,336.32
34.00,0.00,394.90
57.00,0.00,590.56
36.00,0.00,394.90
25.00,0.00,336.32
50.00,0.00,590.56
50.00,0.00,590.56
35.00,0.00,336.32
31.00,0.00,394.90
31.00,0.00,394.90
30.00,0.00,394.90
38.00,0.00,336.32
28.00,0.00,336.32
55.00,0.00,590.56
30.00,0.00,336.32
31.00,0.00,336.32
56.00,0.00,590.56
48.00,0.00,590.56
48.00,0.00,590.56
48.00,0.00,590.56
38.00,0.00,394.90
52.00,0.00,590.56
30.00,0.00,394.90
29.00,0.00,394.90
31.00,0.00,394.90
45.00,0.00,590.56
29.00,0.00,336.32
33.00,0.00,394.90
29.00,0.00,336.32
31.00,0.00,336.32
46.00,0.00,590.56
49.00,0.00,590.56
28.00,0.00,394.90
52.00,0.00,590.56
30.00,0.00,394.90
37.00,0.00,336.32
30.00,0.00,394.90
30.00,0.00,336.32
31.00,0.00,336.32
30.00,0.00,336.32
48.00,0.00,590.56
33.00,0.00,336.32
38.00,0.00,394.90
28.00,0.00,394.90
50.00,0.00,590.56
26.00,0.00,336.32
52.00,0.00,590.56
51.00,0.00,590.56
30.00,0.00,336.32
29.00,0.00,336.32
31.00,0.00,394.90
34.00,0.00,394.90
46.00,0.00,590.56
31.00,0.00,336.32
48.00,0.00,590.56
26.00,0.00,336.32
37.00,0.00,394.90
50.00,0.00,590.56
29.00,0.00,394.90
33.00,0.00,394.90
28.00,0.00,336.32
27.00,0.00,336.32
29.00,0.00,336.32
55.00,0.00,590.56
35.00,0.00,394.90
35.00,0.00,394.90
48.00,0.00,590.56
27.00,0.00,336.32
50.00,0.00,590.56
51.00,0.00,590.56
30.00,0.00,394.90
28.00,0.00,336.32
34.00,0.00,394.90
28.00,0.00,336.32
34.00,0.00,394.90
46.00,0.00,590.56
32.00,0.00,336.32
48.00,0.00,590.56
35.00,0.00,394.90
49.00,0.00,590.56
43.00,0.00,590.56
28.00,0.00,336.32
32.00,0.00,394.90
29.00,0.00,336.32
66.00,0.00,590.56
46.00,0.00,590.56
31.00,0.00,336.32
33.00,0.00,336.32
60.00,0.00,590.56
49.00,0.00,590.56
36.00,0.00,394.90
27.00,0.00,336.32
37.00,0.00,394.90
44.00,0.00,590.56
30.00,0.00,336.32
33.00,0.00,394.90
50.00,0.00,590.56
32.00,0.00,336.32
35.00,0.00,394.90
33.00,0.00,336.32
47.00,0.00,394.90
61.00,0.00,590.56
40.00,0.00,394.90
30.00,0.00,336.32
43.00,0.00,394.90
28.00,0.00,336.32
28.00,0.00,336.32
53.00,0.00,590.56
53.00,0.00,590.56
30.00,0.00,336.32
36.00,0.00,394.90
47.00,0.00,590.56
35.00,0.00,394.90
34.00,0.00,394.90
49.00,0.00,590.56
30.00,0.00,336.32
31.00,0.00,394.90
40.00,0.00,394.90
29.00,0.00,336.32
28.00,0.00,336.32
56.00,0.00,590.56
45.00,0.00,590.56
55.00,0.00,590.56
34.00,0.00,394.90
31.00,0.00,336.32
37.00,0.00,394.90
36.00,0.00,394.90
49.00,0.00,590.56
53.00,0.00,590.56
33.00,0.00,394.90
31.00,0.00,394.90
31.00,0.00,336.32
53.00,0.00,590.56
31.00,0.00,394.90
29.00,0.00,336.32
31.00,0.00,336.32
30.00,0.00,336.32
49.00,0.00,590.56
27.00,0.00,336.32
49.00,0.00,590.56
30.00,0.00,394.90
38.00,0.00,394.90
34.00,0.00,394.90
30.00,0.00,336.32
27.00,0.00,336.32
31.00,0.00,394.90
54.00,0.00,590.56
49.00,0.00,590.56
31.00,0.00,336.32
47.00,0.00,590.56
35.00,0.00,394.90
58.00,0.00,590.56
28.00,0.00,394.90
32.00,0.00,394.90
50.00,0.00,590.56
27.00,0.00,336.32
30.00,0.00,336.32
30.00,0.00,394.90
53.00,0.00,590.56
34.00,0.00,394.90
32.00,0.00,336.32
30.00,0.00,336.32
46.00,0.00,590.56
44.00,0.00,590.56
32.00,0.00,394.90
29.00,0.00,394.90
27.00,0.00,336.32
31.00,0.00,336.32
57.00,0.00,590.56
52.00,0.00,590.56
34.00,0.00,336.32
